transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt
TXN-CE4E4EDF9E52,USR0041,10300.16,2024-04-20T10:48:23,Beng...,Bangalore,Electronics,DEV-33E6315B,web,NetBanking,115492.65,success,192.53.172.119,
TXN-25E71AFD5C36,USR0073,7232.022629090582,"May 09, 2024 06:58 PM",Bengaluru,Bangalore,Electronics,DEV-441223C2,ATM,Card,55398.46,success,nan,
TXN-F8500D36779E,USR0065,3299.60481068166,21/03/2024 08:59:47,Bombay,mumbai,Entertainment,DEV-A3CFD507,mobile,NetBanking,29987.82,success,192.114.114.215,
TXN-77A513F5E1B2,USR0021,8410.075890944774,1709925131,bangalore,Bangalore,Education,DEV-4E1D82BF,ATM,UPI,127972.5,success,192.83.126.223,
TXN-2BEDE2FEFE02,USR0068,1623.9423687189128,20240113015511,hyderabad,HYD,Food & Dining,DEV-E82A3776,web,UPI,2284.49,success,192.107.227.108,
TXN-3CD46F764B37,USR0066,3468.134819662645,2024-01-30T23:57:47.470887,HYD,Hyderabad,Travel,DEV-437BE229,ATM,Card,97926.79,pending,192.22.73.186,
TXN-931CF31BB0AE,USR0065,2122.51,20240325224037,mUMBAI,Mumbai,Education,DEV-D6784E2F,web,NetBanking,29987.82,failed,192.114.114.234,
TXN-53958C5026A1,USR0054,6042.223398774242,"April 24, 2024 04:50 PM",DELHI,DELHI,Travel,DEV-86CA0F7A,web,NetBanking,0.0,failed,192.206.172.66,
TXN-E10BD4C1F374,USR0052,3869.800781601593,03-12-2024 18:25,CHENNAI,JAI,Entertainment,DEV-3F4D7EA5,mobile,NetBanking,139573.73,success,192.175.64.118,
TXN-870AD67A3E42,USR0066,4586.39,2024-01-01T04:25:29.601133,HYD,Hyderabad,Travel,DEV-8583D18F,ATM,Card,159778.4,failed,192.22.73.156,
TXN-1367A98F1E6E,USR0007,1128.5640323540736,23/03/2024 14:44:29,kolkata,Calcutta,Electronics,DEV-7B69B677,ATM,NetBanking,54996.33,success,192.50.181.58,
TXN-62E78A32A3B6,USR0012,2661.694262530792,19-Apr-2024,Bombay,New Delhi,Grocery,DEV-DB1F34D7,web,Wallet,0.0,success,192.17.55.240,
TXN-C25D9D1FBDAB,USR0021,509.2287526923419,2024-03-01T23:07:01.776045,BLR,BLR,Entertainment,DEV-4E1D82BF,ATM,UPI,144606.63,success,192.83.126.201,
TXN-5155A8757089,USR0074,Rs 4991,2024-02-11T11:30:18.397786,Mumbai,BOM,Healthcare,DEV-C6AEF8D2,ATM,UPI,38494.96,pending,195.194.x.47,
TXN-FE2CF3AEC77A,USR0021,2630.038806082046,25/02/2024 12:38:39,BENGALURU,BENGALURU,Electronics,DEV-8F2A3284,ATM,NA,149555.48,success,192.83.126.73,
TXN-D5BD39986294,USR0008,366.3079918389254,30/03/2024 05:17:12,ahmedabad,pune,Healthcare,DEV-E54??,mobile,UPI,46301.56,success,192.222.26.52,
TXN-38C59881AEB7,USR0010,1077.7740785492251,"June 14, 2024 10:20 PM",MAA,LKO,Healthcare,DEV-CEE9023E,web,Card,120024.45,success,192.187.63.29,
TXN-6F094AD3A6A1,USR0050,Rs 7291,2024-05-03T15:31:39,jaipur,JAI,Education,NEW-0CE76855,mobile,NA,20800.56,success,207.244.87.176,
TXN-920B0B65B979,USR0018,5521.5,2024-01-06T04:55:50.045999,Jaipur,JAI,NA,DEV-5A0A15C2,web,Card,143570.55,success,192.112.41.183,
TXN-EB8077660174,USR0070,3626.215348393899,04-04-2024 02:36,mumbai,Mumbai,Fuel,DEV-2D7B3E2A,mobile,UPI,154431.01,pending,192.46.206.238,
TXN-A7093A85DFF6,USR0025,8729.394346549658,"April 12, 2024 03:47 AM",kolkata,Kolkata,nan,DEV-F6295517,ATM,Card,36967.04,success,,
TXN-777C858DCCA8,USR0026,Rs 4062,2024-06-12T22:31:45.235402,Pune,Pune,N/A,DEV-B73DE612,web,,87224.22,success,192.17.87.146,
TXN-1889B891F7AD,USR0041,1233.259158812008,2024-02-03T03:02:06.964046,Lucknow,LKO,Electronics,DEV-33E6315B,web,NetBanking,125416.42,success,192.53.172.15,
TXN-703715832F5B,USR0053,4806.7065,2024-05-04T13:34:05.724360,delhi,DEL,Travel,DEV-8C1C0A96,mobile,Card,104871.31,success,192.222.42.186,
TXN-E997D935424B,USR0021,17091.04,20240508025916,BLR,Bangalore,Healthcare,DEV-4E1D82BF,web,UPI,100855.83,success,192.83.126.107,
TXN-831CDE50D1FE,USR0063,2614.6239381971372,"March 08, 2024 08:41 AM",lucknow,kolkata,Travel,DEV-F8951EBE,mobile,Card,121717.16,success,192.108.171.97,
TXN-2910CED5B6B3,USR0018,4224.40658917553,19/01/2024 00:15:49,Jaipur,Jaipur,Electronics,DEV,web,NA,,success,nan,
TXN-5748D69CD4D8,USR0038,2.17,20240318083948,Lucknow,lucknow,,CNP-A0055C1F,mobile,Card,0.0,success,192.150.123.110,
TXN-6DAE63E6B8A0,USR0075,Rs 1895,1713651349,chennai,lucknow,Electronics,DEV-ED93D48C,web,Card,142282.25,success,192.60.99.97,
TXN-4CA923CDC284,USR0023,1.0,2024-02-13T18:52:48.959347,lucknow,LKO,Entertainment,,mobile,UPI,0.0,failed,192.197.33.169,
TXN-363FB1FF4C23,USR0069,1010.9541062252032,18/02/2024 04:35:47,Chennai,bangalore,Electronics,DEV-8657F3E2,mobile,Wallet,128891.78,success,192.38.168.44,
TXN-E22DD6981AAF,USR0079,1678106.56,2024-04-12T09:40:07.219424,JAI,jaipur,Healthcare,DEV-87BE,web,Card,102317.74,success,192.112.125.57,
TXN-CF7B35663DDE,USR0033,2435.9211602306764,2024-02-12T10:23:01.235799,Ahmedabad,ahmedabad,Healthcare,DEV-7E39F756,mobile,UPI,173036.44,success,192.167.139.220,
TXN-73FF5199B0A3,USR0016,1751.549515107168,2024-03-15T15:07:59.308269,DELHI,DELHI,Electronics,DEV-DAA00FDD,ATM,Wallet,15768.11,success,192.17.99.168,
TXN-D8266FB55906,USR0052,3703.6278753282713,09/02/2024 14:52:49,MAA,MAA,Fuel,DEV-3F4D7EA5,mobile,NetBanking,183248.53,success,192.175.64.162,
TXN-A6769E0DC386,USR0028,2479.65,23/03/2024 14:02:44,pune,PNQ,Utilities,DEV-2F256875,ATM,UPI,163231.63,success,192.61.72.81,
TXN-7D0EB25BAF2F,USR0035,7351.8010343170445,1707894915,Calcutta,CCU,Utilities,DEV-EBE4B397,ATM,UPI,167144.49,success,192.253.100.232,
TXN-4B3ABDA97E2E,USR0067,2352.76,1719422728,BENGALURU,BLR,,DEV-1CD3CE9D,ATM,Card,119514.59,success,192.80.58.18,
TXN-4021DC914AB0,USR0069,2251.9393472766783,1709789535,Lucknow,lucknow,Clothing,DEV-8657F3E2,mobile,NetBanking,103793.25,success,192.38.168.4,
TXN-D8D5868A640F,USR0015,4527.85,17/01/2024 04:36:40,Lucknow,LKO,Electronics,DEV-9F7F3472,mobile,Wallet,0.0,success,192.194.13.125,
TXN-6EDB0A2E8B1C,USR0001,444.75,20240411233233,Delhi,Delhi,Clothing,DEV-CEAEBD15,ATM,Card,54415.56,success,192.27.174.199,
TXN-A52B59A54543,USR0071,4667.14,2024-05-08T18:58:44,JAI,jaipur,Electronics,DEV-52E838A1,mobile,Wallet,32652.14,pending,192.206.119.224,
TXN-326694B49359,USR0077,3563.234406071993,2024-03-13T22:09:25.716401,mUMBAI,Mumbai,Healthcare,DEV-E8D36609,ATM,UPI,63333.79,success,192.98.123.167,
TXN-DE317E37A406,USR0080,2706.6927932209665,03-22-2024 03:37,BOM,Mumbai,Utilities,DEV-2A020351,web,UPI,85490.25,failed,192.236.33.10,
TXN-5C79E42062F3,USR0069,,2024-02-10T18:30:08.034432,Chennai,chennai,Entertainment,DEV-8657F3E2,web,Card,136504.28,success,192.38.168.81,1913.745191494168
TXN-140B7964575A,USR0039,12489.687799031166,"January 26, 2024 02:18 AM",JAI,Jaipur,Education,DEV-FA6637A2,mobile,NetBanking,33107.85,success,192.18.153.120,
TXN-4C43FA327794,USR0065,3547.23,1712173935,mumbai,Bombay,Clothing,DEV-D6784E2F,ATM,NetBanking,6186.78,failed,192.114.114.123,
TXN-E5A2FECDE268,USR0052,2851.238340741621,20240302072202,Calcutta,Kolkata,Entertainment,DEV-3F4D7EA5,mobile,NetBanking,156908.13,success,192.175.64.58,
TXN-5C289F74BD71,USR0064,6875.17,"March 06, 2024 06:07 AM",Kolkata,Calcutta,Healthcare,DEV-8B07120E,ATM,Wallet,139558.7,success,192.141.214.123,
TXN-92AA478C7A00,USR0036,5346.97,1707531028,hyderabad,HYD,Grocery,DEV-52192FFB,mobile,Wallet,130827.36,success,192.246.188.133,
TXN-67FFB9D8FE6C,USR0073,7921.6594,2024-05-11T18:25:36.028884,BENGALURU,Bengaluru,Travel,DEV-441223C2,ATM,Card,32496.46,success,192.71.197.57,
TXN-BE92DF0C90E0,USR0041,1335.2754262480053,"January 29, 2024 12:18 AM",LKO,LKO,Education,DEV-C0D17BBA,web,NetBanking,130715.82,success,192.53.172.126,
TXN-E4665FF961D1,USR0046,7833.01,17/02/2024 02:10:19,Madras,CHENNAI,Entertainment,DEV-D544AFBB,mobile,NetBanking,0.0,success,192.228.28.105,
TXN-A8C649F0E7D0,USR0034,1678106.56,2024-06-04T20:44:10.333873,mUMBAI,mumbai,Travel,DEV-836F382E,web,Wallet,,success,192.125.124.160,
TXN-459F0AA24A6B,USR0076,5912.565700746881,2024-05-08T01:48:54.180558,Bengaluru,BLR,Travel,DEV-85FA2A2D,ATM,NetBanking,3078.63,success,192.120.107.197,
TXN-776F0E61B869,USR0038,4878.841249924699,21-Mar-2024,LKO,lucknow,Grocery,DEV-2BCD5E08,mobile,UPI,0.0,success,192.150.123.23,
TXN-2643C2AD49A8,USR0061,,2024-03-27T10:45:42.697628,lucknow,LKO,Grocery,DEV-B60819A7,web,Card,136647.02,success,192.111.18.60,
TXN-DE39A85A8C5C,USR0071,4589.478455913034,29/02/2024 16:37:35,jaipur,jaipur,Utilities,DEV-52E838A1,mobile,Wallet,78468.07,success,192.206.119.89,
TXN-EC569606F8B2,USR0073,8288.207928878735,2024-05-08T12:49:23.722046,Bengaluru,Bangalore,Grocery,,ATM,Card,62630.48,success,192.71.197.29,
TXN-45124F95431A,USR0063,4080.2902017775236,"March 17, 2024 11:57 AM",Kolkata,Kolkata,Utilities,DEV-F8951EBE,mobile,Wallet,99692.58,success,192.108.171.17,
TXN-3E5EDDCDA82C,USR0078,7616.4904023432655,20240123210023,Mumbai,mUMBAI,Electronics,DEV-16879C69,ATM,Wallet,29265.07,pending,192.192.189.226,
TXN-1E1BA27FC68E,USR0013,4510.5541,2024-06-10T06:39:02.947731,lucknow,Lucknow,Utilities,DEV-102E980C,web,Wallet,0.0,success,192.227.235.39,
TXN-063C25D8B4B8,USR0013,9869.93,"April 16, 2024 06:24 PM",LKO,lucknow,Electronics,DE...,web,Wallet,0.0,success,192.227.235.73,
TXN-C00CEC74F22D,USR0017,5262.87,29/03/2024 00:54:36,kolkata,Kolkata,Fuel,DEV-A230C5C8,mobile,Card,29518.17,failed,192.185.30.39,
TXN-73CB00381865,USR0074,1896.2896619817784,1708128021,JAI,JAI,Electronics,DEV-41149768,ATM,UPI,30341.98,failed,192.74.61.155,
TXN-C8BFB7700ADD,USR0025,10612.165565338652,03-29-2024 08:21,Kolkata,Calcutta,Education,DEV-1762E520,ATM,Card,134641.27,success,192.80.103.73,
TXN-84510F3D538F,USR0028,3392.289964222362,1710597912,Mumbai,mUMBAI,Entertainment,DEV-382FE1B8,ATM,Wallet,169798.17,success,103.80.x.74,
TXN-C60B025BBC98,USR0035,7636.99,20240224041845,HYD,Hyderabad,Fuel,DEV-EBE4B397,mobile,UPI,117085.7,pending,192.253.100.196,
TXN-498B2884F35E,USR0078,3753.797069868151,"February 07, 2024 04:28 AM",Bombay,HYD,Grocery,DEV-16879C69,ATM,Wallet,0.0,success,192.192.189.133,
TXN-0AA067EA1FED,USR0007,1.79,2024-06-09T06:36:57,Calcutta,Calcutta,Utilities,CNP-6A65ABB2,ATM,Card,49672.61,success,192.50.181.175,
TXN-152B9196ADA9,USR0059,2576.078163604451,1710243169,Madras,MAA,Utilities,DEV-5F99A6B9,web,NA,184894.49,success,192.153.112.205,
TXN-48942D94AB43,USR0068,1088.6314,1705268290,HYDERABAD,HYD,Travel,DEV-E82A3776,web,NetBanking,1195.85,success,192.107.227.143,
TXN-BEC64CFB3AC4,USR0065,2019.86,"March 17, 2024 07:30 PM",mUMBAI,MUMBAI,Grocery,DEV-A3CFD507,ATM,NetBanking,33287.43,success,192.114.114.4,
TXN-56342B9A26F8,USR0017,3819.67,22/03/2024 08:48:28,BOM,mUMBAI,Utilities,DEV-A230C5C8,web,UPI,57374.6,success,192.185.30.68,
TXN-B4E1E2CC6F84,USR0019,234.26582798614837,12/02/2024 14:43:54,BENGALURU,DEL,Entertainment,DEV-00E01FDD,ATM,NetBanking,143701.57,success,192.196.46.242,
TXN-62EC399E9EE6,USR0006,6506.51,20240614071709,pune,DELHI,Utilities,DEV-194045B1,ATM,Wallet,101125.49,success,192.32.250.166,
TXN-C39E4C659F6B,USR0016,1459.150707808947,"March 09, 2024 01:50 AM",DELHI,DEL,Food & Di??,DEV-DAA00FDD,ATM,Card,30461.72,success,192.17.99.38,
TXN-EAF407CA69E2,USR0009,1921.14,"February 18, 2024 03:53 AM",Kolkata,Calcutta,Healthcare,DEV-899D78E3,web,Card,103381.95,success,192.91.54.28,
TXN-3D4D0BB8C51D,USR0024,6925.88,2024-01-28T03:35:16,BENGALURU,PNQ,Electronics,DEV-530A1B2A,ATM,NetBanking,143829.47,success,192.224.156.151,
TXN-69BBAD0E75D5,USR0028,2082.6581100736503,11/03/2024 06:21:15,BENGALURU,Bengaluru,Food & Dining,DEV-2F256875,web,nan,179474.24,success,192.61.72.102,
TXN-F0059D77717B,USR0068,1156.6564072384563,2024-05-23T23:14:16,Bangkok,Bangkok,Healthcare,DEV-E82A3776,web,NA,0.0,success,40.28.228.126,
TXN-88929D959922,USR0018,7453.693723985646,1705082184,Jaipur,Jaipur,T#,D??,web,UPI,114929.13,success,192.112.41.219,
TXN-3851E804FABC,USR0054,4700.067463290329,2024-04-25T06:01:42.993299,BLR,BLR,Healthcare,DEV-74E33BAA,web,Card,0.0,success,192.206.172.7,
TXN-E0D5871FA307,USR0075,5157.73,2024-03-22T04:29:12,LKO,Madras,Utilities,ATO-A0CCE9C3,mobile,UPI,,failed,41.209.11.166,
TXN-2DAD19DA9AE5,USR0061,3389.4869988155406,13/04/2024 19:54:17,HYDERABAD,HYD,Entertainment,DEV-B60819A7,ATM,Card,104796.4,success,192.111.18.182,
TXN-E555ED57BDA6,USR0037,8213.679573798789,23/02/2024 03:01:48,JAI,jaipur,Entertainment,DEV-615F277B,mobile,NetBanking,41377.17,success,192.248.15.145,
TXN-7BAF82F53E8B,USR0018,2385.934759915761,11/01/2024 11:30:29,JAI,Jaipur,N/A,DEV-A4E6DB8C,web,NetBanking,131751.25,success,192.112.41.82,
TXN-FD9580A380DF,USR0019,229.69,1706628476,ahmedabad,Ahmedabad,Utilities,DEV-C84ABCD7,web,UPI,NA,success,192.196.46.47,
TXN-1CFEBE1835BA,USR0001,358.0798002108629,"April 02, 2024 04:53 AM",delhi,DEL,Food & Dining,DEV-CEAEBD15,ATM,UPI,57425.82,success,NA,
TXN-28193629683C,USR0025,1317.72,1711463025,Calcutta,CCU,Healthcare,DEV-46B058CE,ATM,Card,153947.42,success,192.80.103.85,
TXN-CA663D2D9BDC,USR0042,3774.44,20240516095005,jaipur,JAI,Food & Dining,DEV-10DA320E,web,Card,74833.58,success,,
TXN-38771C821E8E,USR0015,498.7630036671294,1711717903,LKO,LKO,Electronics,DEV-9F7F3472,mobile,,18367.28,success,192.194.13.179,
TXN-6AA58C6A36D3,USR0057,2577.8082892021353,1706613587,CHENNAI,Chennai,Electronics,DEV-126D0500,web,Wallet,28871.93,success,192.165.131.168,
TXN-B568102DCB44,USR0011,1.0,03-24-2024 04:56,lucknow,jaipur,NA,DEV-717C56C8,ATM,NetBanking,16200.23,success,192.84.216.117,
TXN-3A5D49C67EAC,USR0041,316.79,2024-02-17T07:26:07.920782,lucknow,LKO,Travel,DEV-C0D17BBA,web,Card,118805.24,success,192.53.172.179,
TXN-ED6561FDA763,USR0006,2964.020937424103,2024-06-07T00:55:33.654741,Pune,Pune,Fuel,DEV-E817959F,ATM,NetBanking,130566.11,success,192.32.250.148,
TXN-9A9665491BCA,USR0080,₹1999,13/03/2024 07:36:41,mUMBAI,BOM,Clothing,DEV-2A020351,web,Card,85490.25,success,192.236.33.147,
TXN-D2B1D12F84F1,USR0062,8852.63,2024-02-24T10:08:27.108829,Pune,Pune,NA,DEV-5877E23E,ATM,NetBanking,103961.63,success,192.80.171.15,
TXN-9771D12F60B6,USR0022,853.7572974159488,2024-02-15T17:02:55.327538,MUMBAI,BOM,Grocery,DEV-2E4EF3A3,mobile,Card,74927.49,success,192.62.225.79,
TXN-9B005E237AA9,USR0072,11896 INR,1719392948,JAI,jaipur,Electronics,DEV-47E72641,ATM,Wallet,58339.22,success,192.115.230.36,
TXN-51FFFEAB7E35,USR0007,969 INR,"March 18, 2024 07:21 PM",Kolkata,CCU,Clothing,DEV-CCD9FDCF,ATM,NetBanking,57693.05,success,192.50.181.65,
TXN-8150C0CE7DAA,USR0042,2975.668990153378,2024-05-28T05:09:42.149779,PNQ,mumbai,Clothing,DEV-10DA320E,ATM,UPI,49128.35,success,192.81.238.107,
TXN-525BE62C56E0,USR0049,,2024-06-22T00:54:18,Chennai,Chennai,Utilities,CNP-07EE9239,mobile,Card,64977.6,success,66.67.x.233,7.07
TXN-B2C5D128F3CD,USR0030,1082.16,30/05/2024 18:49:11,CCU,Calcutta,Clothing,DEV-DAE1980F,web,NetBanking,20287.67,success,192.106.120.25,
TXN-F4F8822BB477,USR0001,309.05315279467817,2024-04-17T22:32:59.526145,delhi,New Delhi,Clothing,DEV-CEAEBD15,ATM,Card,53120.4,success,192.27.174.73,
TXN-EADB5A9BF319,USR0018,5784.71,06/01/2024 00:58:45,JAI,Jaipur,Healthcare,DEV-5A0A15C2,mobile,Wallet,149092.05,success,192.112.41.218,
TXN-8A217684444D,USR0005,7850.958190215781,05-Mar-2024,HYDERABAD,HYDERABAD,Healthcare,DEV-9571BDB8,mobile,NA,23526.39,success,192.92.217.8,
TXN-53FCAC82384E,USR0065,3.42,1704093901,mumbai,mUMBAI,Utilities,CNP-B24F7CEF,ATM,Card,0.0,success,192.114.114.128,
TXN-27701C9EAFBF,USR0018,6244.29,2024-01-25T17:23:50.025701,Jaipur,jaipur,Healthcare,DEV-A4E6DB8C,web,UPI,62722.1,success,192.112.41.153,
TXN-46AAB9B0A89B,USR0025,11302.982784690692,20240411092109,Calcutta,Jaipur,N/A,DEV-46B058CE,ATM,NetBanking,62016.35,success,192.80.103.246,
TXN-26441D1B8A5E,USR0064,6610.2,1709312753,HYD,Lucknow,Clothing,DEV-8B07120E,mobile,NA,152310.82,success,192.141.214.187,
TXN-3F0F1B87536A,USR0043,322.1249310198348,"June 06, 2024 01:51 AM",delhi,Delhi,Clothing,DEV-54FFCBDF,mobile,UPI,121777.99,success,nan,
TXN-F62370C27A14,USR0038,4320.911783706415,1710977469,LKO,Lucknow,Education,DEV-2BCD5E08,mobile,UPI,0.0,success,192.150.123.100,
TXN-5FC2F9B7D391,USR0025,6765.899827978399,1712877858,kolkata,Calcutta,Food & Dining,DEV-F6295517,ATM,Card,45696.44,success,192.80.103.158,
TXN-947C1587B0AE,USR0015,6170.72,2024-03-19T22:03:04.242924,Hyderabad,Kolkata,Entertainment,DEV-9F7F3472,mobile,Wallet,27328.74,success,192.194.13.145,
TXN-126B9286D530,USR0008,633.4975569136171,25-Mar-2024,Delhi,delhi,Electronics,DEV-E542488C,mobile,UPI,48806.67,success,192.222.26.107,
TXN-05309F3D78C8,USR0055,2538.9200368024144,"March 27, 2024 02:36 PM",HYD,HYDERABAD,Electronics,NA,mobile,UPI,145212.05,success,192.220.121.77,
TXN-E5F587D76345,USR0042,3784.03,26-May-2024,PNQ,pune,Education,DEV-F59A2F49,ATM,Card,54050.65,success,192.81.238.23,
TXN-AC4BC779BEBB,USR0060,₹2205,2024-02-20T13:22:41.392950,Pune,Pune,Entertainment,DEV-D8B7F0E3,web,UPI,0.0,success,192.231.148.45,
TXN-F349BF87A266,USR0030,1740.663235700696,2024-06-02T06:20:39.523093,Madras,Chennai,Travel,DEV-03C732B7,web,NetBanking,11659.32,failed,192.106.120.3,
TXN-BF235CCA2D4F,USR0043,240.20703067239157,"June 11, 2024 05:00 AM",DELHI,DELHI,Grocery,DEV-EC8BBC24,mobile,Card,120996.62,success,192.138.55.42,
TXN-2610228A7E6D,USR0056,3584.7855405481378,2024-04-14T22:36:19.449309,Hyderabad,HYD,Clothing,DEV-B2519C05,mobile,NetBanking,176815.88,success,192.58.7.175,
TXN-37D822E60E11,USR0001,392.95,23-Apr-2024,Calcutta,lucknow,Utilities,DEV-CEAEBD15,ATM,Card,51665.68,success,192.27.174.59,
TXN-C74C7FCC9F8F,USR0038,6949.424431647997,2024-03-28T19:32:20.701582,Lucknow,lucknow,Utilities,DEV-2BCD5E08,mobile,UPI,0.0,success,192.150.123.101,
TXN-A9047B8204D0,USR0057,2779.2304957911847,28/01/2024 03:58:26,Hyderabad,HYD,Electronics,DEV-126D0500,ATM,N/A,40127.05,success,192.165.131.108,
TXN-695EC52A9CF0,USR0036,5766.4315031836695,10/02/2024 09:45:13,MAA,chennai,Grocery,DEV-52192FFB,web,Wallet,125060.93,success,nan,
TXN-7163062EF50E,USR0021,4439.625506279589,26/02/2024 12:18:22,BLR,BLR,Healthcare,DEV-8F2A3284,ATM,,145115.85,success,192.83.126.168,
TXN-9729B5741E5D,USR0063,3561.39,2024-03-12T06:51:20,kolkata,Calcutta,Electronics,DEV-F8951EBE,mobile,Card,76585.3,failed,NA,
TXN-664EF9CCAE1D,USR0080,819.2123728831998,2024-03-08T13:19:28.085313,BOM,mumbai,Healthcare,DEV-2A020351,web,Card,100349.95,success,192.236.33.245,
TXN-1A87B2A66BDC,USR0045,6985.75,2024-01-20T19:19:05.551503,ahmedabad,ahmedabad,Utilities,DEV-154C46AA,ATM,UPI,94948.07,success,192.210.142.204,
TXN-EF9833AE6064,USR0018,6810.92,01-15-2024 05:16,jaipur,JAI,Entertainment,DEV-5A0A15C2,web,Card,108118.2,success,192.112.41.24,
TXN-2F16121317C0,USR0004,4684.412266642473,2024-04-21T04:24:20.079819,Chennai,MAA,Grocery,DEV-965CDF83,ATM,Wallet,0.0,success,192.72.40.45,
TXN-99C7FADF4FDA,USR0041,999.66,15-Feb-2024,Lucknow,Lucknow,Electronics,DEV-C0D17BBA,web,NetBanking,120395.95,success,192.53.172.152,
TXN-4319E8B6B3B3,USR0061,3986.597240988752,12/04/2024 13:19:05,hyderabad,Hyderabad,Fuel,DEV-B60819A7,web,Wallet,110212.74,success,192.111.18.249,
TXN-A5790EEF9B57,USR0015,4956.83,17/04/2024 19:14:13,Luckn,lucknow,Food & Dining,DEV-9F7F3472,web,Wallet,0.0,success,192.194.13.254,
TXN-74FD25F882E9,USR0019,150.42,1706660826,ahmedabad,Bengaluru,Electronics,DEV-00E01FDD,ATM,Card,144546.08,pending,192.196.46.89,
TXN-AABC4DEC1A3B,USR0043,265.6653646024632,06-01-2024 09:11,DEL,Delhi,Travel,DEV-54FFCBDF,mobile,UPI,122857.29,success,192.138.55.71,
TXN-BE14B16B5213,USR0008,792 INR,13-Apr-2024,delhi,New Delhi,Education,DEV-E542488C,mobile,UPI,41560.16,success,not_an_ip,
TXN-83E1ED5CF0CE,USR0065,4460.042569616715,2024-03-31T10:59:14.274286,Mumbai,Mumbai,Fuel,DEV-D6784E2F,web,NetBanking,13954.94,success,192.114.114.36,
TXN-83CBA9200A17,USR0066,5043.3514287407925,"January 09, 2024 06:06 PM",hyderabad,Hyderabad,Healthcare,DEV-8384D381,ATM,Card,143608.0,failed,192.22.73.108,
TXN-23995941CC3B,USR0069,1791.1360591621751,20240216063248,lucknow,LKO,Clothing,DEV-A93E7FCB,mobile,NetBanking,133781.87,success,192.38.168.42,
TXN-1D6E7FBE06E6,USR0073,8070.4336,1715055740,ahmedabad,Bangalore,Grocery,DEV-000C2DCA,ATM,Card,70918.69,failed,192.71.197.68,
TXN-2436FCF22A04,USR0080,3251.54,03-11-2024 18:39,Mumbai,Bombay,Healthcare,DEV-2A020351,web,Card,87489.66,success,192.236.33.70,
TXN-0E43B20F2832,USR0080,1210.155007189648,2024-03-27T00:10:12.954331,mUMBAI,Mumbai,Fuel,DEV-2A020351,mobile,NetBanking,74370.35,success,192.236.33.133,
TXN-24B8A9911E22,USR0075,1892.049140976124,11/04/2024 18:33:19,CHENNAI,MAA,Food & Dining,DEV-ED93D48C,mobile,Card,160599.75,success,192.60.99.198,
TXN-C7CC380AC912,USR0069,2382.260940327379,2024-02-18T16:25:42.935998,Lucknow,Madras,Clothing,DEV-8657F3E2,mobile,Wallet,126509.52,success,192.38.168.67,
TXN-21C056D33354,USR0079,11820.764039228285,2024-04-01T10:28:50.350476,Jaipur,JAI,Entertainment,DEV-87BECBE5,web,Card,160559.93,failed,192.112.125.82,
TXN-0C360ED493C7,USR0033,1996.422533188692,1708059285,AMD,Ahmedabad,Entertainment,DEV-7E39F756,mobile,UPI,171040.02,success,NA,
TXN-B9D85F37DAA9,USR0027,5733.769888861746,26/05/2024 21:40:51,Bombay,mumbai,Fuel,DEV-E7B94D4C,mobile,UPI,0.0,success,192.182.162.21,
TXN-94CD270834D6,USR0012,₹2209,2024-04-17T23:27:11.569424,MUMBAI,Kolkata,Fuel,DEV-DB1F34D7,web,Wallet,0.0,success,192.17.55.223,
TXN-075097E6CE1A,USR0047,1431.750769869854,2024-06-15T14:14:49.049692,jaipur,jaipur,Healthcare,DEV-73676519,mobile,NetBanking,38680.09,success,192.176.163.211,
TXN-B94DD2720F5A,USR0043,326.72,2024-05-22T12:26:07.418355,DEL,DELHI,Utilities,DEV-7FD08C1B,mobile,Card,125317.92,success,192.138.55.202,
TXN-375469F0BC7F,USR0048,₹5067,31-Jan-2024,chennai,CHENNAI,Electronics,DEV-D7256DA2,ATM,Wallet,31550.71,success,192.109.213.230,
TXN-4937B92698F1,USR0077,950.6000846267478,1709045318,BOM,mumbai,Entertainment,DEV-E8D36609,ATM,UPI,79396.54,success,192.98.123.79,
TXN-8D6680F44C5C,USR0025,,1713140417,kolkata,Calcutta,Grocery,DEV-F6295517,ATM,Card,N/A,success,192.80.103.5,1291.34
TXN-394C6296EAF9,USR0010,4195.27,2024-06-13T22:07:13.245465,Madras,Madras,,DEV-CEE9023E,ATM,NetBanking,121102.22,success,192.187.63.130,
TXN-2FA6F8EC935F,USR0011,7036.085872621834,13/03/2024 22:51:00,Bengaluru,BLR,Healthcare,DEV-222FB,ATM,Card,39507.15,success,192.84.216.239,
TXN-32FC4ED4A06D,USR0020,5410.31286881371,14/03/2024 08:42:36,kolkata,Ahmedabad,nan,DEV-175B1F96,ATM,Wallet,147685.04,success,,
TXN-3CD40EE3AC8D,USR0005,8456.041468816313,"February 27, 2024 05:16 AM",Hyderabad,hyderabad,,nan,mobile,UPI,48182.62,pending,not_an_ip,
TXN-233EA1C4A6D5,USR0036,3125.17,19/02/2024 21:03:35,CHENNAI,CHENNAI,Grocery,DEV-52192FFB,ATM,Card,94079.21,success,192.246.188.97,
TXN-25316DF563D5,USR0016,1395.0823233214537,1709331225,chennai,CHENNAI,Food & Dining,DEV-CC1C3D00,mobile,Wallet,34801.41,success,192.17.99.31,
